Tag,brandNameTH,brandNameEN,headLineTH,points,ussdNo,conditionTH,categoryTH,categoryType,locationTH,Mass,Gold
"Privilege","Cold Stone Creamery","Cold Stone Creamery","ซื้อไอศกรีม Custom Creations ขนาด like it เพียง 89 บาท จากปกติ 99 บาท ","0","*545*124#","1. กรุณาแสดงรหัสในโทรศัพท์เคลื่อนที่ของท่านก่อนการรับสิทธิ์ <br>
2. 1 เลขหมาย / 1 สิทธิ์ /1 วัน<br>
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 100 บาทต่อเดือนขึ้นไป<br>
","กินดื่ม","PRIVILEGE","ร้าน Cold Stone ทุกสาขา","ซื้อไอศกรีม Custom Creations ขนาด like it เพียง 89 บาท จากปกติ 99 บาท",""
"Privilege","Little Egg ","","รับส่วนลด 50% สำหรับวาฟเฟิลฮ่องกงชิ้นที่ 2 เมื่อซื้อครบ 45 บาท","0","*545*206#","1. กรุณาแสดงรหัสในโทรศัพท์เคลื่อนที่ของท่านก่อนการรับสิทธิ์<br>
2. 1 เลขหมาย / 1 สิทธิ์ /1 วัน<br>
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 100 บาทต่อเดือนขึ้นไป","กินดื่ม","PRIVILEGE","ร้าน Little Egg สาขา คอสโม่บาซาร์ เมืองทองธานี โซน Take Home , บิ๊กซีสะพานควาย ชั้น1 และ Victory mall ชั้น3","รับส่วนลด 50% สำหรับวาฟเฟิลฮ่องกงชิ้นที่ 2 เมื่อซื้อครบ 45 บาท",""
"Privilege","Tenya","Tenya"," รับสิทธิ์ซื้อ ข้าวหน้าหมูผัดซอสสไตล์ญี่ปุ่น และไข่ออนเซ็น  + ข้าวหน้าปลานามาสึเทมปุระ และไข่ออนเซ็น + ซุปมิโซะ 2 ถ้วย  เพียง 189 บาท จากปกติ 248 บาท","0","*545*507#","1. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป<br>
2. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ 
   ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
3. สงวนสิทธิ์ 1 หมายเลข / 1 สิทธิ์ / วัน<br>
4. เฉพาะรับประทานที่ร้านเท่านั้น<br>
5. ไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ และบัตรส่วนลดได้<br> ","กินดื่ม","PRIVILEGE","ร้านเทนยะทุกสาขา ","","ลูกค้า AIS และ AIS Fibre รับสิทธิ์ซื้อ ข้าวหน้าหมูผัดซอสสไตล์ญี่ปุ่น และไข่ออนเซ็น (Buta Tama Don) + ข้าวหน้าปลานามาสึเทมปุระ และไข่ออนเซ็น (Namazutama Tendon) + ซุปมิโซะ 2 ถ้วย (Miso Soup) เพียง 189 บาท จากปกติ 248 บาท หรือ<br>
รับส่วนลด 10 % เมื่อทานอาหารเมนูปกติครบ 400 บาท "
"Privilege","Cold Stone Creamery","Cold Stone Creamery","แพลตินัมซื้อไอศกรีม Custom creations ขนาด Love it เพียง 119 บาท จากปกติ 139 บาท","0","*545*125#","1. กรุณาแสดงรหัสในโทรศัพท์เคลื่อนที่ของท่านก่อนการรับสิทธิ์<br>
2. 1 เลขหมาย / 1 สิทธิ์ /1 เดือน<br>
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสเซเรเนดแพลตินัม<br>
4. จำนวนจำกัด 5,000 สิทธิ์/เดือน<br>
","กินดื่ม","PRIVILEGE","ร้าน Cold Stone ทุกสาขา","",""
"Privilege","Mister Donut","Mister Donut","ลูกค้าเอไอเอสเซเรเนดรับฟรีโดนัท 4 ชิ้น (ชิ้นละไม่เกิน 22.-) มูลค่า 88 บาท","0","*545*685#","undefined1.  กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
2.  1 เลขหมาย / 1 สิทธิ์ /1 วัน<br>
3.  สิทธิเศษนี้เฉพาะลูกค้าเซเรเนดเท่านั้น<br>
4.  ใช้ได้ที่มิสเตอร์ โดนัททุกสาขา ยกเว้นสาขา สยามพารากอน<br>
5. ไม่สามารถแลกเปลี่ยนหรือทอนเป็นเงินสดได้<br>
6 ไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นได้<br>
7. บริษัทฯ ขอสงวนสิทธิ์ในการเปลี่ยนแปลงรายละเอียดโปรโมชั่นโดยมิต้องแจ้งให้ทราบล่วงหน้าundefined
","กินดื่ม","PRIVILEGE","ที่ร้านมิสเตอร์ โดนัททุกสาขา ยกเว้น สาขาสยามพารากอน","ลูกค้าเอไอเอสเซเรเนดรับฟรีโดนัท 4 ชิ้น (ชิ้นละไม่เกิน 22.-) มูลค่า 88 บาท
เมื่อซื้อเมื่อซื้อโดนัท 6 ชิ้น (ชิ้นละ 25.- ขึ้นไป)",""
"Privilege","Miss Mamon","Miss Mamon","ซื้อมาม่อนเค้ก 3 ชิ้น + ชานมไข่มุก หรือ ชาเขียวไข่มุก ในราคาเพียง 145 บาท จากปกติ 154 บาท","0","*545*675#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์
2. 1 หมายเลข / 2 สิทธิ์ / เดือน
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 100 บาทต่อเดือนขึ้นไป","กินดื่ม","PRIVILEGE","ร้าน Miss Mamon ทุกสาขา ","ซื้อมาม่อนเค้ก 3 ชิ้น + ชานมไข่มุก หรือ ชาเขียวไข่มุก ในราคาเพียง 145 บาท จากปกติ 154 บาท",""
"Privilege","Potato Corner","Potato Corner","รับสิทธิ์ฟรี Upsize สำหรับขนาด Jumbo เป็น Mega ","0","*545*531#","1. กรุณาแสดงข้อความในโทรศัพท์เคลื่อนที่ของท่านก่อนการรับสิทธิ์ <br>
2. 1 เลขหมาย / 1 สิทธิ์ /1 เดือน <br>
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 300 บาทต่อเดือนขึ้นไป<br>
4. จำนวนจำกัด  30,000 สิทธิ์/เดือน<br>
5. ราคาอาจจะแตกต่างกันในแต่ละสาขา 
","กินดื่ม","PRIVILEGE","ร้าน Potato Corner ทุกสาขา","รับสิทธิ์ฟรี Upsize สำหรับขนาด Jumbo เป็น Mega ",""
"Privilege","FoodLoft","FoodLoft","ลูกค้าเอไอเอสเซเรเนดรับส่วนด 5% พิเศษ! ลูกค้าเอไอเอสเซเรเนดแพลทินัมรับส่วนลด 10% ","0","*545*30#","1. 1 เลขหมาย /1 สิทธิ์ / เดือน / 1 ชาร์จ การ์ด<br>
2. สำหรับยอดใช้ไม่เกิน 1,000 บาท<br> 
3. สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
4. ไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ และไม่สามารถแลกเปลี่ยนเป็นเงินสดได้<br> 
5. จำนวนจำกัด","กินดื่ม","PRIVILEGE","ร้าน FoodLoft ทุกสาขา","","ลูกค้าเอไอเอสเซเรเนดรับส่วนด 5%<br>
พิเศษ! ลูกค้าเอไอเอสเซเรเนดแพลทินัมรับส่วนลด 10% "
"Privilege","Eathai","Eathai","ลูกค้าเอไอเอสเซเรเนดรับส่วนลด 5%","0","*545*505#","1. 1 เลขหมาย/1 สิทธิ์ / เดือน / 1 ชาร์จ การ์ด<br>
2.  สำหรับยอดใช้ไม่เกิน 1,000 บาท<br> 
3. สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
4. ไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ และไม่สามารถแลกเปลี่ยนเป็นเงินสดได้<br> 
5. จำนวนจำกัด ","กินดื่ม","PRIVILEGE","ร้าน Eathai ทุกสาขา","","ลูกค้าเอไอเอสเซเรเนดรับส่วนลด 5%"
"Privilege","Ice Manias","Ice Manias","รับฟรี 1 Topping มูลค่า 10 - 15 บาท เมื่อซื้อไอติมผัด Ice Manias ","0","*545*114#","1. กรุณาแสดงรหัสในโทรศัพท์เคลื่อนที่ของท่านก่อนการรับสิทธิ์<br>
2. 1 เลขหมาย / 1 สิทธิ์ /1 วัน<br>
3. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสที่มียอดค่าใช้โทรศัพท์เฉลี่ย 100 บาทต่อเดือนขึ้นไป","กินดื่ม","PRIVILEGE","ร้าน Ice Manias ทุกสาขา ","รับฟรี 1 Topping มูลค่า 10 - 15 บาท เมื่อซื้อไอติมผัด Ice Manias ",""
"Point","เอไอเอส พอยท์","AIS Points","ส่วนลดมือถือ 500 บาท","100","*550*35*1#","1.สำหรับการซื้อมือถือเครื่องใหม่ ทุกรุ่น ทุกยี่ห้อ ที่มีมูลค่าตั้งแต่ 5,000 บาทขึ้นไป<br>2.1 หมายเลข /1 สิทธิ์ /1 ปี<br>3. ไม่สามารถใช้เป็นส่วนลดร่วมกับโปรโมชั่นการซื้อมือถืออื่น ๆ  ได้<br>4. ไม่สามารถใช้ร่วมกับโปรโมชั่นผ่อน 0 เปอร์เซ็นต์ ผ่านบัตรเครดิต<br>5. รับสิทธิ์ได้ที่ AIS Shop และ Serenade Club<br>6. ตรวจสอบเงื่อนไขเพิ่มเติม ณ จุดขาย<br>7. แลกพอยท์แล้วไม่สามารถขอคืนได้ทุกกรณี<br>","แลกส่วนลดมือถือ","POINT","","ส่วนลดมือถือ 500 บาท",""
"Point","เอไอเอส พอยท์","AIS Points","ส่วนลดมือถือ 1,000 บาท","200","*550*35*2#","1.สำหรับการซื้อมือถือเครื่องใหม่ ทุกรุ่น ทุกยี่ห้อ ที่มีมูลค่าตั้งแต่ 5,000 บาทขึ้นไป<br>2.1 หมายเลข /1 สิทธิ์ /1 ปี<br>3. ไม่สามารถใช้เป็นส่วนลดร่วมกับโปรโมชั่นการซื้อมือถืออื่น ๆ  ได้<br>4. ไม่สามารถใช้ร่วมกับโปรโมชั่นผ่อน 0 เปอร์เซ็นต์ ผ่านบัตรเครดิต<br>5. รับสิทธิ์ได้ที่ AIS Shop และ Serenade Club<br>6. ตรวจสอบเงื่อนไขเพิ่มเติม ณ จุดขาย<br>7. แลกพอยท์แล้วไม่สามารถขอคืนได้ทุกกรณี<br>","แลกส่วนลดมือถือ","POINT","","ส่วนลดมือถือ 1,000 บาท",""
"Point","เอไอเอส พอยท์","AIS Points","เล่น SOCIAL APPS (Facebook, LINE, WhatsApp) ความเร็วสูงสุด 384 kbps ฟรี 24 ชม.","10","*550*310#","1. ลูกค้า AIS Fibre ไม่สามารถแลกแพ็กเกจนี้ได้
2. เมื่อแลกพอยท์แล้วไม่สามารถยกเลิก หรือขอคืนได้ทุกกรณ
3. คิดค่าบริการส่วนเกินตามแพ็กเกจหลักที่ใช้อยู่ หรือ 1MB/ 1.5 บาท (ไม่รวม VAT)
4. สิทธิ์การใช้งานสำหรับภายในประเทศเท่านั้น
5.  การใช้ฟังก์ชั่น Share Location ใน Line แอปพลิเคชั่น จะไม่รวมอยู่ในบริการเสริม Line แพ็กเกจนี้ 
6. ไม่สามารถใช้บริการเสริมนี้ได้กับแพ็กเกจเสริมที่คิดเป็นนาที, BlackBerry, แพ็กเกจ i-Fair, MultiSIM, TOT และ NETSIM GO","แลกค่าโทร ค่าเน็ตฟรี","POINT","","เล่น Facebook, Line, WhatsApp ความเร็วสูงสุด 384 Kbps ฟรี 24 ชม.",""
"Point","เอไอเอส พอยท์","AIS Points","เล่นเน็ต 4G/3G 500 MB MAX Speed ฟรี 24 ชม.","20","*550*314#","1.ลูกค้า AIS Fibre ไม่สามารถแลกสินค้านี้ได้<br>2.เมื่อแลกพอยท์ไม่สามารถยกเลิก หรือขอคืนพอยท์ได้ทุกกรณี<br>3.กรณีใช้งาน Internet ไม่หมดตามอายุใช้งานที่กำหนด สิทธิ์ที่ได้รับจะสิ้นสุดทันที <br>4.คิดค่าบริการส่วนเกินตามแพ็กเกจหลักที่ใช้อยู่<br>5.สิทธิ์การใช้งานสำหรับภายในประเทศเท่านั้น (ไม่รวมค่าบริการรับ-ส่งข้อมูลขณะอยู่ต่างประเทศ Data Roaming<br>6.บริษัทฯ ขอสงวนสิทธ์ในการเปลี่ยนแปลงรายละเอียดโดยไม่ต้องแจ้งให้ทราบล่วงหน้า<br>","แลกค่าโทร ค่าเน็ตฟรี","POINT","","เล่นเน็ต 4G/3G 500 MB ฟรี 24 ชม. กด *550*314#",""
"Point","เอไอเอส พอยท์","AIS Points","เล่นเน็ต 4G/3G 500 MB ความเร็วสูงสุด 1 Mbps ฟรี 24 ชม.","25","*550*311#","1.ลูกค้า AIS Fibre และลูกค้าที่ใช้ Multi SIM ไม่สามารถแลกหมวดนี้ได้
2.แลกพอยท์แล้วไม่สามารถขอคืนได้ทุกกรณี
3.หลังใช้เน็ตฟรี ครบตามปริมาณและเวลาที่กำหนด คิดค่าบริการส่วนเกินตามแพ็กเกจหลักที่ใช้อยู่","แลกค่าโทร ค่าเน็ตฟรี","POINT","","เล่นเน็ต 4G/3G 500 MB ความเร็วสูงสุด 1 Mbps ฟรี 24 ชม.",""
"Point","เอไอเอส พอยท์","AIS Points","เล่นเน็ต 4G/3G 1 GB ความเร็วสูงสุด 4 Mbps ฟรี 24 ชม.","30","*550*317#","1.ลูกค้า AIS Fibre และลูกค้าที่ใช้ Multi SIM ไม่สามารถแลกหมวดนี้ได้
2.แลกพอยท์แล้วไม่สามารถขอคืนได้ทุกกรณี
3.หลังใช้เน็ตฟรี ครบตามปริมาณและเวลาที่กำหนด คิดค่าบริการส่วนเกินตามแพ็กเกจหลักที่ใช้อยู่
","แลกค่าโทร ค่าเน็ตฟรี","POINT","","เล่นเน็ต 4G/3G 1 GB ความเร็วสูงสุด 4 Mbps ฟรี 24 ชม.",""
"Point","Major Cineplex","Major Cineplex","ใช้ 50 พอยท์ แลกรับส่วนลด 50 บาท เมื่อซื้อป๊อปคอร์นพร้อมเครื่องดื่ม","50","*550*84*1#","1. ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ หรือ สแกน QR Code ณ จุดจำหน่ายเครื่องดื่ม/อาหารว่าง และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคลเท่านั้น<br>
3. จำนวนจำกัด 10,000 สิทธิ์/เดือน<br>
4. สามารถแลกพอยท์แทนส่วนลดกับป๊อปคอร์น หรือ เครื่องดื่ม เฉพาะชุด Couple , Party และ Light Meal<br>
5. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี<br>
6. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550#  ฟรี<br>
7. เช็กพอยท์ กด *550*2#  ฟรี","แลกความบันเทิง","POINT","โรงภาพยนตร์ในเครือเมเจอร์ ซีนีเพล็กซ์ ทุกสาขา","ใช้ 50 พอยท์ แลกรับส่วนลด 50 บาท เมื่อซื้อป๊อปคอร์นพร้อมเครื่องดื่ม",""
"Point","Major Cineplex","Major Cineplex","ใช้ 50 พอยท์ แลกรับส่วนลดตั๋วหนัง 50 บาท","50","*550*83*1#","1. ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ หรือ สแกน QR Code ณ จุดจำหน่ายตั๋ว หรือตู้ E-ticket และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคลเท่านั้น<br>
3. จำนวนจำกัด 10,000 สิทธิ์/เดือน<br>
4. สามารถแลกพอยท์แทนส่วนลดกับบัตรภาพยนตร์ ทุกเรื่องสำหรับที่นั่งปกติในระบบดิจิตอล 2 มิติเท่านั้น โดยสามารถเพิ่มส่วนต่างเพื่อชมที่นั่ง Honeymoon seat และระบบ 3 มิติได้ (ยกเว้น IMAX,4DX และเก้าอี้ VIP ทุกประเภท)<br>
5. ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นได้ เช่น Movie Day, Morning Price และ Movie at night<br>
6. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี<br>
7. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550#  ฟรี<br>
9. เช็กพอยท์ กด *550*2#  ฟรี","แลกความบันเทิง","POINT","โรงภาพยนตร์ในเครือเมเจอร์ ซีนีเพล็กซ์ ทุกสาขา","ใช้ 50 พอยท์ แลกรับส่วนลดตั๋วหนัง 50 บาท",""
"Point","Major Cineplex","Major Cineplex","ใช้ 80 พอยท์ แลกรับส่วนลดตั๋วหนัง 80 บาท","80","*550*83*2#","1. ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ หรือ สแกน QR Code ณ จุดจำหน่ายตั๋ว หรือตู้ E-ticket และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคลเท่านั้น<br>
3. จำนวนจำกัด 10,000 สิทธิ์/เดือน<br>
4. สามารถแลกพอยท์แทนส่วนลดกับบัตรภาพยนตร์ ทุกเรื่องสำหรับที่นั่งปกติในระบบดิจิตอล 2 มิติเท่านั้น โดยสามารถเพิ่มส่วนต่างเพื่อชมที่นั่ง Honeymoon seat และระบบ 3 มิติได้ (ยกเว้น IMAX,4DX และเก้าอี้ VIP ทุกประเภท)<br>
5. ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นได้ เช่น Movie Day, Morning Price และ Movie at night<br>
6. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี<br>
7. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550#  ฟรี<br>
9. เช็กพอยท์ กด *550*2#  ฟรี","แลกความบันเทิง","POINT","โรงภาพยนตร์ในเครือเมเจอร์ ซีนีเพล็กซ์ ทุกสาขา","ใช้ 80 พอยท์ แลกรับส่วนลด 80 บาท เมื่อซื้อบัตรชมภาพยนตร์",""
"Point","Major Cineplex","Major Cineplex","ใช้ 80 พอยท์ แลกรับส่วนลด 80 บาท เมื่อซื้อป๊อปคอร์นพร้อมเครื่องดื่ม","80","*550*84*2#","1. ลูกค้าต้องนำโทรศัพท์มากดรับสิทธิ์ หรือ สแกน QR Code ณ จุดจำหน่ายเครื่องดื่ม/อาหารว่าง และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์<br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคลเท่านั้น<br>
3. จำนวนจำกัด 10,000 สิทธิ์/เดือน<br>
4. สามารถแลกพอยท์แทนส่วนลดกับป๊อปคอร์น หรือ เครื่องดื่ม เฉพาะชุด Couple , Party และ Light Meal<br>
5. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี<br>
6. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550#  ฟรี<br>
7. เช็กพอยท์ กด *550*2#  ฟรี","แลกความบันเทิง","POINT","โรงภาพยนตร์ในเครือเมเจอร์ ซีนีเพล็กซ์ ทุกสาขา","ใช้ 80 พอยท์ แลกรับส่วนลด 80 บาท เมื่อซื้อป๊อปคอร์นพร้อมเครื่องดื่ม",""
"Point","ซีเอ็ดบุ๊คเซ็นเตอร์","SE-ED Book Center","ใช้ 70 พอยท์ แทนส่วนลดเงินสด 50 บาท","70","*550*91#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดชำระเงินในร้านค้า และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคลเท่านั้น <br>
3. สงวนสิทธิ์การแลกรับส่วนลด 50 บาท / 1 ใบเสร็จ <br>
4. สินค้าที่ซื้อยอดไม่ต่ำกว่าคูปองส่วนลด 50 บาท <br>
5. สินค้ากลุ่ม บัตรเติมเงิน บัตรโทรศัพท์ทุกชนิด, สลิป U Top up และบัตรส่วนลดอื่นๆ เช่น ซีเอ็ดการ์ด, บัตรกบข. ฯลฯ งดร่วมรายการ <br>
6. จำนวนจำกัด 15,000 สิทธิ์ / เดือน <br>
7. ไม่สามารถเปลี่ยน หรือทอนเป็นเงินสดได้ <br>
8. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี <br>
9. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550# โทรออก ฟรี <br>
10. เช็กพอยท์ กด *550*2# โทรออก ฟรี","แลกช้อปฟรีสะใจ","POINT","ร้าน SE-ED ทุกสาขา","ใช้ 70 พอยท์ แทนส่วนลดเงินสด 50 บาท",""
"Point","โรบินสัน","Robinson","ใช้ 100 พอยท์ แทนส่วนลดเงินสด 50 บาท","100","*550*93#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดแคชเชียร์ภายในห้าง และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคล และ เอไอเอส ไฟเบอร์เท่านั้น <br>
3. สงวนสิทธิ์การแลกรับส่วนลด 50 บาท / 1 ใบเสร็จ <br>
4. จำนวนจำกัด 1,000 สิทธิ์ / เดือน <br>
5. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี <br>
6. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550# โทรออก ฟรี <br>
7. เช็กพอยท์ กด *550*2# โทรออก ฟรี","แลกช้อปฟรีสะใจ","POINT","จุดแคชเชียร์ภายในห้างโรบินสันทุกสาขา","ใช้ 100 พอยท์ แทนส่วนลดเงินสด 50 บาท",""
"Point","กูร์เมต์ มาร์เก็ต แอนด์ โฮม เฟรช มาร์ท","Gourmet Market & Home Fresh Mart","ใช้ 160 พอยท์ แทนส่วนลดเงินสด 80 บาท","160","*550*92#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดแคชเชียร์เมื่อทำการชำระค่าสินค้า และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคล และ เอไอเอส ไฟเบอร์เท่านั้น <br>
3. สงวนสิทธิ์การแลกรับส่วนลด 80 บาท / 1 ใบเสร็จ <br>
4. จำนวนจำกัด 5,000 สิทธิ์ / เดือน <br>
5. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี <br>
6. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550# โทรออก ฟรี <br>
7. เช็กพอยท์ กด *550*2# โทรออก ฟรี
","แลกช้อปฟรีสะใจ","POINT","จุดแคชเชียร์ภายใน Gourmet Market และ Home Fresh Mart ทุกสาขา","ใช้ 160 พอยท์ แทนส่วนลดเงินสด 80 บาท",""
"Point","เซ็นทรัล","Central","ใช้ 200 พอยท์ แลกรับบัตรของขวัญเซ็นทรัล 100 บาท ","200","*550*94#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดลูกค้าสัมพันธ์ของห้างเซ็นทรัลทุกสาขา และเซน และไม่สามารถรับสิทธิ์ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. สงวนสิทธิ์สำหรับลูกค้าเอไอเอสรายบุคคล และ เอไอเอส ไฟเบอร์เท่านั้น <br>
3. จำนวนจำกัด 2,000 สิทธิ์ / เดือน <br>
4. ตรวจสอบรายละเอียดและเงื่อนไขการใช้ได้บนบัตรของขวัญ <br>
5. กรณีทำรายการแลกพอยท์แล้ว ไม่สามารถยกเลิกได้ทุกกรณี <br>
6. สมัครเข้าร่วมโครงการสะสมพอยท์ กด *550# โทรออก ฟรี <br>
7. เช็กพอยท์ กด *550*2# โทรออก ฟรี
","แลกช้อปฟรีสะใจ","POINT","จุดลูกค้าสัมพันธ์ของห้างเซ็นทรัลทุกสาขา และเซน","ใช้ 200 พอยท์ แลกรับบัตรของขวัญเซ็นทรัล 100 บาท ",""
"Privilege","ETAM","ETAM","รับส่วนลด 15% ","0","*545*968*224#","- สงวนสิทธิ์เฉพาะลูกค้าเอไอเอส เซเรเนด และลูกค้าเอไอเอสที่มียอดใช้ค่าบริการ 100บ.ขึ้นไป<br>
-1 หมายเลข/ 1 สิทธิ์ /วัน<br> 
- สงวนสิทธิ์ส่วนลด15% เฉพาะสินค้าราคาปกติเท่านั้น<br>
- ส่วนลดดังกล่าวสามารถนำมาใช้ในการซื้อสินค้าที่ร้านค้าอิสระเท่านั้น (ไม่สามารถใช้ได้ที่เคาน์เตอร์
ห้างสรรพสินค้าและเอาท์เลท)<br> 
- บริษัทฯ ขอสงวนสิทธิ์การเปลี่ยนแปลงเงื่อนไขโดยมิแจ้งให้ทราบล่วงหน้า","ช้อปปิ้ง","PRIVILEGE","ร้าน ETAM  เฉพาะ Free standing ทุกสาขา","รับส่วนลด 15% สำหรับสินค้าราคาปกติที่ร่วมรายการ","รับส่วนลด 15% สำหรับสินค้าราคาปกติที่ร่วมรายการ"
"Privilege","Zwilling","Zwilling","","0","*545*968*339#","- สงวนสิทธิ์เฉพาะลูกค้าเอไอเอส เซเรเนด และลูกค้าเอไอเอสที่มียอดใช้ค่าบริการ 100บ.ขึ้นไป<br>
-1 หมายเลข/ 1 สิทธิ์ /วัน<br> 
- สงวนสิทธิ์ส่วนลด 5-10% สามารถนำมาใช้ในการซื้อสินค้าที่ร้านค้าอิสระเท่านั้น (ไม่สามารถใช้ได้ที่เคาน์เตอร์ห้างสรรพสินค้าและเอาท์เลท)<br> 
- บริษัทฯ ขอสงวนสิทธิ์การเปลี่ยนแปลงเงื่อนไขโดยมิแจ้งให้ทราบล่วงหน้า","ช้อปปิ้ง","PRIVILEGE","ร้าน Zwilling  เฉพาะ Free standing ทุกสาขา","รับส่วนลดเพิ่ม 5% สำหรับสินค้าราคาปกติที่ร่วมรายการ","รับส่วนลดเพิ่ม 10% สำหรับสินค้าราคาปกติที่ร่วมรายการ"
